ligand,code1,code2
CN(C)CCN(Cc1ccc(cc1)Br)C(=O)CCNC(=O)N,C98036360,P155753749
Cc1c(sc(=O)n1CC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N)C,C98097325,P155926855
Cc1ccc(cc1)[N-]S(=O)(=O)c2ccc(cc2)S(=O)(=O)N,C00315333,P09082550
COc1ccc(cn1)[N-]S(=O)(=O)c2cc(ccc2Cl)N,C19232352,P28416055
COc1cc(cc(c1O)/C=C\2/C(=O)NC(=S)N=C2[O-])Br,C05445600,P28501256
Cc1cc(nc(n1)[N-]S(=O)(=O)c2ccc(cc2Cl)N)C,C19996525,P29750041
CC(C)n1c(ccn1)[N-]S(=O)(=O)c2cc(ccc2Cl)N,C21513374,P32087355
c1ccc(c(c1)C(=O)N)[N-]S(=O)(=O)c2ccc(nc2)Cl,C06920351,P35749356
Cn1cc(cc1C(=O)N)S(=O)(=O)[N-]c2ccc(c(c2)Cl)Cl,C28195898,P41519985
c1ccc(cc1)[C@H]2CNC(=O)[C@@H]2C(=O)N/N=C\c3cccc(c3)[O-],C32614392,P48310279
C[C@H]1C[C@@H](CN(C1)S(=O)(=O)[N-]c2cc(ccc2OC)N)C,C36287085,P53924120
C[C@@H]1C[C@H](CN(C1)S(=O)(=O)[N-]c2ccc(c(c2)OC)N)C,C36296232,P53953874
c1cc(c(cc1S(=O)(=O)N)Cl)[N-]S(=O)(=O)C(F)F,C36721958,P54570697
c1cc(sc1S(=O)(=O)[N-]c2cc3c(cc2N)OCCO3)Cl,C36743119,P54606755
c1cc(sc1)S(=O)(=O)[N-]c2cc3c(cc2N)OCCO3,C36743132,P54606761
CS(=O)(=O)[N-]c1ccc(c(c1)NC(=O)[C@@H]2CSCN2)Cl,C37027040,P55048729
c1cnc(nc1)[N-]S(=O)(=O)c2c(cc(cc2Cl)N)Cl,C37063930,P55098753
Cn1cc(c(n1)N)S(=O)(=O)[N-]c2ccc(cc2)C(F)(F)F,C37558257,P55860225
CCn1cc(c(n1)N)S(=O)(=O)[N-]c2ccc(c(c2)Cl)Cl,C37558315,P55860255
CCn1cc(c(n1)N)S(=O)(=O)[N-]c2ccc(cc2Cl)C,C37558635,P55860372
Cn1cc(c(n1)N)S(=O)(=O)[N-]c2cccc(c2)I,C37558687,P55861609
Cc1cc(no1)[N-]S(=O)(=O)c2ccc(cc2Cl)C#CCN,C37580998,P55894688
c1ccc(cc1)[C@H]2CS[C@H](N2)NC(=O)CSc3[n-]ncn3,C39412577,P59732773
COc1ccc(cc1OC)[N-]S(=O)(=O)c2cc(cs2)N,C41067789,P62334136
c1cc(cc(c1)F)[N-]S(=O)(=O)c2c(nc3n2ccs3)N,C50640180,P75735093
Cc1ccc(c(c1)S(=O)(=O)[N-]c2cccc(c2)S(=O)(=O)N)F,C55548429,P83669138
c1ccc(cc1)N2C(=O)/C(=C\c3ccc(c(c3)O)O)/C(=NC2=S)[O-],C34208443,P85088440
c1ccc(c(c1)CN2c3ccccc3[C@@](C2=O)([C@@H]4C(=O)N=C(S4)[NH-])O)F,C17878841,P90795036
c1ccc(cc1)CCN2c3ccccc3[C@@](C2=O)([C@@H]4C(=O)N=C(S4)N)[O-],C17878292,P90795521
c1ccc(c(c1)CN2c3ccccc3[C@@](C2=O)([C@@H]4C(=O)N=C(S4)N)[O-])F,C17878841,P90797323
c1cc(c(cc1Br)NC(=O)c2cc(=O)[nH]c(n2)[O-])Cl,C61692806,P94484563
C[C@@H](C(=O)OC)S(=O)(=O)[N-]c1cc(ccc1Cl)C#CCN,C61692103,P94488626
c1cc(ncc1S(=O)(=O)[N-]c2c(c3c(s2)CCC3)C#N)N,C70302567,P108388656
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@]24[C@@H](O4)C[C@@]5([C@@H]3C[C@H]([C@@]5(C(=O)C[O-])O)O)C,C71770387,P111212879
COc1cccc(c1)[C@]2(C(=O)N=C(N2)[NH-])Cc3ccccc3OC,C71975281,P111717345
Cc1cc(ccn1)NC(=O)c2ccc3c(c2)nc(=S)[nH]c3[O-],C76340617,P119069163
Cc1ccc(s1)S(=O)(=O)[N-]c2ccc(c(c2)C)S(=O)(=O)N,C76839338,P119878763
c1ccc(cc1)CN2c3ccccc3[C@](C2=O)([C@H]4C(=O)N=C(S4)N)[O-],C17878394,P122545154
Cc1c(nc2ccccc2n1)[N-]S(=O)(=O)c3ccc(cc3)N,C01683295,P126185440
CC(C)(C(=O)N)[N-]S(=O)(=O)c1cc(c(nc1)Cl)Cl,C81672999,P127431006
c1c(cnc(c1Cl)N)S(=O)(=O)[N-]c2nc3c(s2)CCCC3,C81693223,P127475714
c1cc(ncc1Br)[N-]S(=O)(=O)c2cc(c(nc2)N)Cl,C83935601,P131312004
COc1cc(sc1S(=O)(=O)[NH-])C(=O)NC[C@H]2CCC=CC2,C84964615,P132980388
Cc1c(cc(o1)S(=O)(=O)[NH-])C(=O)N[C@@H]2CCC(C[C@@H]2C)(C)C,C84965295,P132981021
CC(C)n1cc(cn1)[N-]S(=O)(=O)c2cc(cc(c2F)F)N,C86583027,P135542034
c1cc(c(cc1S(=O)(=O)[N-]c2cnc(cn2)Br)N)F,C88446184,P138348038
Cc1c(=O)[nH]c(nc1[O-])CCNC(=O)[C@]2(CC2(Cl)Cl)C,C89544959,P139978338
c1cc2c(cc1NCc3nc(cc(n3)[O-])C(F)(F)F)C(=O)NC2,C92215578,P144370224
c1cc(c(cc1[N-]S(=O)(=O)N2CCOCC2)N)Br,C94187738,P147614230
COc1ccc(c(c1)[N-]S(=O)(=O)c2cc(c(nc2)N)Cl)F,C94856735,P148680260
Cc1ccc(c(c1)C)S(=O)(=O)[N-]/N=C/c2ccc(c(c2)O)O,C20357067,P152232454
Cc1c(c(nn1C)N)S(=O)(=O)[N-]c2ccccc2SC,C97830488,P155263287
CC(=O)N([C@H]1c2cc(ccc2OC([C@@H]1O)(C)C)C#N)[O-],C00004356,P04489211
Cc1c(c(on1)C)S(=O)(=O)[N-]c2ccc(cc2)O,C20256176,P30196992
C[C@]1(CC(=O)c2c(cc(cc2O1)CO)[O-])[C@H]3CCC(=O)O3,C31164706,P45904699
Cc1c(snn1)C(=O)NC2(CCCCCC2)C(=O)[O-],C37367008,P55559689
CN(C)S(=O)(=O)[N-]c1ncc(s1)C#CCO,C37471261,P55711502
Cc1c(sc(n1)[O-])S(=O)(=O)NC2CCOCC2,C37926507,P56995800
C[C@H]1C[C@]2(CC(C1)(C)C)C(=O)N(C(=O)N2)CC(=O)[O-],C39100476,P59235863
C[C@H]1CCC[C@](C1)(C(=O)[O-])NC(=O)N2CCOCC2,C41035807,P62282216
C[C@@H]1CCCC[C@H]1N(C)C(=O)N2C[C@@H](C[C@@H]2C(=O)[O-])O,C42612507,P64455215
c1c(cncc1/C(=N/c2nncs2)/[O-])C#CCO,C49628536,P74132468
c1ccnc(c1)c2nnc(n2[C@@H]3CCCNC3=O)[S-],C50396793,P75370614
C[C@@H]1CN([C@H](CO1)C)C(=O)N[C@@H](C2CC2)C(=O)[O-],C54524725,P82045267
c1cc(nc(c1Cl)C(=O)NC2=NCC(=N2)[O-])Cl,C50223185,P83701493
c1ccc(cc1)C2=N[C@@H](CS2)/C(=N/c3[nH]ncn3)/[O-],C61844686,P94748166
CC1(CCN(CC1)S(=O)(=O)c2cc[nH]c2)C(=O)[O-],C62843237,P96436439
CC[C@]1(CCCN(C1)C(=O)c2c([nH]nc2C)C)C(=O)[O-],C62870024,P96473809
CC[C@@]1(CCCN(C1)C(=O)N2CCCNCC2)C(=O)[O-],C62874460,P96486712
Cc1c(sc(n1)[N-]S(=O)(=O)c2c[nH]c(n2)C)C,C70069325,P108017204
CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=C)C(=O)[O-],C70380953,P108505164
CC(C)(C)NC(=O)CN1C(=NC(=O)C12CCCC2)[O-],C70508768,P108768284
C[C@@]1(C(=NC(=O)N1CC(=O)NC)[O-])c2ccccc2,C70509641,P108769561
c1c(csc1S(=O)(=O)[NH-])c2nc(no2)C3CC3,C74124188,P115496577
CN(Cc1[nH]ncn1)C(=O)c2cc(ccc2[O-])Cl,C78006912,P121712393
Cc1ccc(c(n1)C2=N[C@@](C(=O)N2)(C)C(C)C)C(=O)[O-],C33903610,P122878304
C[C@H](C(=O)[O-])N1CCN(CC1)C(=O)NC2(CCCC2)C,C84235614,P131818056
C[C@H]1CCCC[C@H]1N(C)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])O,C84410992,P132081007
c1cc(sc1)C2=CCN(CC2)C(=O)c3nc([nH]n3)[O-],C84437060,P132125297
CC(C)(C)SCC(=O)N1CC[C@]2(C1)C(=NC(=O)N2)[O-],C84795963,P132731888
Cc1c(cc(o1)S(=O)(=O)[NH-])C(=O)N2CCC(C2)(C)C,C84965244,P132980972
C1CN(CCC12C(=NC(=O)N2)[O-])C(=O)C3CC=CC3,C85160117,P133242265
C[C@]1(CCS(=O)(=O)C1)NC(=O)[C@H]2[C@H](C2(C)C)C(=O)[O-],C85410689,P133657195
Cn1cc(cn1)c2[nH]c(c(c(=O)n2)I)[O-],C85447980,P133734202
C1CCCN(CCC1)C(=O)N[C@]2(CCOC2)C(=O)[O-],C85861633,P134422746
C1CS(=O)(=O)Cc2c1[nH]c(n2)SCC(=O)[O-],C87202608,P136456629
CCCC1(CN(C1)C(=O)c2c(c(nnc2[O-])C)C)O,C89654146,P140157021
C[C@](CN1C(=O)CC2(C1=O)CCCCCC2)(C(=O)[O-])O,C90277123,P141122537
CN([C@H]1COC[C@H]1C(=O)[O-])C(=O)[C@@H]2CCCCCN2,C90422323,P141410563
C[C@@]1(CCCN(C1)C(=O)[C@H]2COC[C@@H]2NC)C(=O)[O-],C90437647,P141421243
CC(C)c1c(=O)[nH]c(nc1[O-])[C@H]2CN3CCC[C@@H]3CO2,C91687281,P143543963
C1CS(=O)CCN1C(=O)N[C@H]2C[C@H](C=C2)C(=O)[O-],C92184875,P144324833
CC1(C(C1(C)C)NC(=O)N2CCN(CC2)CC(=O)[O-])C,C92832246,P145355592
c1ccc(c(c1)F)S(=O)(=O)[N-]c2c(cn[nH]2)C#N,C93340615,P146162780
C[C@H]1CCC[C@](C1)(Cn2cc(c(nc2=O)[O-])C#N)O,C94343302,P147865632
c1cc2c(ccs2)cc1n3cc(c(=O)[nH]c3=O)C(=O)[O-],C94343642,P147865973
C1C[C@@H](O[C@@H]1CNC(=O)N2CCSCC2)C(=O)[O-],C94561954,P148227403
C[C@@]1(CCCN(C1)C(=O)N[C@H]2CCOC2)C(=O)[O-],C94889678,P148735164
c1cc(c(cc1NC(=O)c2nc[n-]n2)C(F)(F)F)C#N,C95042423,P149003623
C1C[C@H]2CC(C[C@@H]1N2C(=O)c3[n-]nc(n3)C4CC4)O,C95064227,P149058064
CCc1[n-]nc(n1)C(=O)Nc2nc3c(s2)CCC3,C95062568,P149063329
c1cc(ncc1[N-]S(=O)(=O)c2cnc[nH]2)Cl,C96767718,P152982694
CC(C)NC(=S)NNC(=O)c1ccccc1[N-]S(=O)(=O)c2cccs2,C16187160,P24505105
c1cc(ncc1S(=O)(=O)[N-]c2ccc(cn2)Br)NN,C20373627,P30387720
c1cc(cc(c1)[O-])/C=N/NC(=O)CCCSc2nnc(s2)N,C20806230,P31045469
CC(C)[C@H](C(=O)NC(=O)N)Sc1[n-]nc(n1)c2ccc(cc2)OC,C06581829,P33541734
CCn1c(c2ccc(cc2nc1=S)C(=O)NNC(=S)NC(C)C)[O-],C22963705,P34084658
CCCCN1C(=O)/C(=C\2/C[C@@H](NN2)c3c[nH]c4c3cccc4)/C(=NC1=O)[O-],C26580682,P39225520
c1ccc2c(c1)cccc2OCC(=O)Nc3cccc(c3)[N-]S(=O)(=O)N,C32754138,P48505064
CCCCn1c(c(c(=O)[nH]c1=O)[C@H]2c3c(c4cc(ccc4[nH]3)OC)CCN2)[O-],C17016715,P49361696
Cc1ccc(cc1)/C=C/C(=O)N/C(=N\NC(=O)c2cc([nH]n2)C)/[S-],C06478643,P49440313
C[C@]1(Cc2c(c(n[nH]2)[O-])[C@H]([C@@H]1C(=O)OC)c3ccc(c(c3)OC)O)O,C04908592,P50576925
COc1cc(ccc1O)/C=C/C(=O)O[C@@H](Cc2ccc(c(c2)O)O)C(=O)[O-],C35859102,P53232728
c1cc(sc1CN)c2csc(n2)[N-]S(=O)(=O)c3cc[nH]c3,C36285637,P53923427
Cc1cc(c(c(=O)[nH]1)[C@@H](c2cc(ccc2OC)OC)c3c(cc([nH]c3=O)C)[O-])O,C13624398,P54331042
c1cc(c(cc1[N-]S(=O)(=O)c2cn[nH]c2N)C(F)(F)F)Cl,C37558753,P55860431
c1cc(c(cc1Br)C(F)(F)F)[N-]S(=O)(=O)c2c[nH]nc2N,C37559971,P55860643
CCCCC[C@H]1Nc2cc(c(cc2S(=O)(=O)[N-]1)S(=O)(=O)N)C(F)(F)F,C01843070,P56466407
CCCCc1nnc(s1)/N=C(/CSc2[nH]c(=O)cc(n2)N)\[O-],C13545195,P56514722
CC[C@@H](C)[C@H]([C@@](C)(/C=C/C1=CC2=C(C(=O)[C@@]([C@@H](C2=CO1)[O-])(C)O)Cl)O)O,C36374819,P56750433
CCOC(=O)[C@H]1[C@@H](NC(=S)N[C@@]1(C(F)(F)F)[O-])c2ccc(c(c2)OC)O,C08685634,P57108400
c1cnc(cc1S(=O)(=O)[N-]c2c(cc(cc2Br)F)F)NN,C38009021,P57139371
CS(=O)(=O)[N-]c1nc(nc(n1)Nc2cc(ccc2Cl)Cl)N,C39929508,P60587277
CCC[C@@H](/C(=N/O)/N)[N-]S(=O)(=O)c1cc(ccc1Cl)Cl,C40376900,P61296046
Cc1cc(cc(c1[N-]S(=O)(=O)c2cnc(nc2)NN)C)Br,C41071012,P62338296
CCCc1nnc(s1)/N=C(/C[C@H](c2cccs2)NC(=O)N)\[O-],C42468642,P64244666
Cc1c(sc(n1)[S-])CC(=O)Nc2ccc(cc2)OCC(=O)N,C44710983,P67440953
c1ccc(c(c1)N)NS(=O)(=O)c2cc(sc2Br)C(=O)[O-],C48838651,P72974200
COc1cc(ccc1O)[C@@H]2c3c(n[nH]c3C(=O)N2CCO)c4ccccc4[O-],C06753025,P76823485
CCOC(=O)Cc1cc(nc(n1)/N=C(/N)\Nc2ccccc2C(F)(F)F)[O-],C16756282,P81434543
C[C@H]1C[C@@H](CN(C1)S(=O)(=O)c2ccc3c(c2)/C(=N/NC(=S)N)/C(=N3)[O-])C,C04660973,P87551312
CCOc1cc(ccc1OCC(=O)N)/C=N/NC(=O)c2ccccc2[O-],C03575127,P89119705
COCC[C@H](C(=O)Nc1ccc(cc1C(=O)[O-])I)N,C62824428,P96411790
CCCCc1cc([nH]n1)NC(=O)c2ccc3c(c2)nc(=S)[nH]c3[O-],C64079304,P98362682
c1ccc(cc1)/C=C\C(=O)NCC(=O)N/N=C\c2ccc(cc2[O-])O,C73350447,P114178335
CCCN/C(=C(\C#N)/C(=O)CCNC(=O)NC12CC3CC(C1)CC(C3)C2)/[O-],C76576926,P119443702
CCOC(=O)Cc1cc(nc(n1)/N=C(\N)/Nc2ccc(cc2C)C)[O-],C13858314,P119453253
CCNC(=O)NC1(CCCC1)/C(=N/c2[nH]nc(n2)C(F)(F)F)/[O-],C76947003,P120044007
Cc1c(c([nH]n1)C(=O)N)[N-]S(=O)(=O)c2ccc(cc2)CCCCl,C78601473,P122648447
Cc1c(c([nH]n1)C(=O)N)[N-]S(=O)(=O)c2ccc(cc2)CCC(C)C,C78601491,P122648496
Cc1c(c(n[nH]1)C(=O)N)[N-]S(=O)(=O)c2ccc(cc2)CCCCl,C78601473,P122650240
CC(C)[C@H](/C(=N/O)/N)[N-]S(=O)(=O)c1cc(ccc1Cl)Cl,C79858324,P124787146
c1c(c(sc1Cl)Cl)S(=O)(=O)[N-][C@@H](C2CC2)/C(=N/O)/N,C79858939,P124787259
c1ccc(cc1)S(=O)(=O)[N-]c2cc3ccccc3cc2C(=O)NN,C00446308,P126168817
CCOC(=O)Cc1cc(nc(n1)/N=C(/N)\Nc2ccc(cc2C)C)[O-],C13858314,P132532394
CCCSc1nc2c(c(n1)[O-])[C@@H](CC(=O)N2)c3ccc(cc3)OCC(=O)N,C86057852,P134759351
CS(=O)(=O)[C@H]1CCC[C@H]1Nc2cccc(c2)[N-]S(=O)(=O)N,C86674382,P135695600
CS(=O)(=O)[C@H]1CCC[C@H]1Nc2cccc(c2)NS(=O)(=O)[NH-],C86674382,P135695602
CC[C@H](/C(=N/O)/N)/C(=N/c1c(cc(c2c1nsn2)Cl)Cl)/[O-],C88129389,P137832466
Cc1cccc(c1[N-]S(=O)(=O)c2cc(c(nc2)NN)Cl)Cl,C90538191,P141573943
Cc1c2cc(c(cc2c(c(=O)[nH]1)/C(=N\N=C(/N)\[S-])/C)OC)OC,C56659691,P154451187
c1ccc2c(c1)c(nc(n2)NCCc3ccc(cc3)S(=O)(=O)N)[O-],C97994924,P155644117
c1ccc(cc1)CN\2[C@H]3CS(=O)(=O)C[C@H]3S/C2=N\C(=O)COCC(=O)[O-],C05322426,P08968918
Cc1ccc(cc1)CN\2[C@@H]3CS(=O)(=O)C[C@@H]3S/C2=N\C(=O)COCC(=O)[O-],C05307904,P09092665
C[C@H]1Cc2cc(ccc2O1)/C=C/3\C(=O)N(C(=S)S3)CCS(=O)(=O)[O-],C02232550,P09280526
c1cc(cc(c1)Br)/C=C\2/C(=O)N(C(=S)S2)CCS(=O)(=O)[O-],C05371931,P09777544
c1cc(ccc1CN\2[C@H]3CS(=O)(=O)C[C@@H]3S/C2=N\C(=O)COCC(=O)[O-])Cl,C09045378,P13883614
COc1cc(c(cc1OC)OC)/C=C\2/C(=O)N(C(=S)S2)CCC(=O)[O-],C13597130,P20942887
Cc1ccc(cc1)S(=O)(=O)Cc2csc(n2)/N=C(/Cn3ccnc3)\[O-],C19211152,P28383275
CC[C@@H](C)C(=O)N1CC[C@@H](C1)c2nc3c(c(n2)[O-])CCN(C3)S(=O)(=O)C,C19499776,P28869648
Cc1c(c(=O)n(c(=O)n1C)C)CN2CCC[C@@H](C2)c3nc(cc(n3)[O-])c4cccs4,C19577093,P29007492
[H]\N=C\1/C(=C\c2ccc(c(c2)Cl)OCc3ccccc3C)/C(=O)N=C4N1C(=CS4)[CH2-],C20032229,P29806696
CN(C)C(=O)c1cccc(c1)[N-]S(=O)(=O)c2ccc(c(c2)OC)OC,C22514525,P33473486
Cc1c2ccccc2sc1C(=O)/C(=C(\NCC=C)/[S-])/[n+]3cccc(c3)[O-],C27058100,P39862311
COc1ccc(cc1S(=O)(=O)[N-]c2ccccc2)N3C(=O)CCCC3=O,C12203460,P44247234
c1cc(ccc1N\2[C@H]3CS(=O)(=O)C[C@@H]3S/C2=N\C(=O)COCC(=O)[O-])Br,C32635133,P48339959
C[C@H](C(=O)OCc1nccn1C(F)F)[N-]C2=NS(=O)(=O)c3c2cccc3,C32853918,P48644511
Cn1c-2cc(=NS(=O)(=O)c3ccccc3)c(cc2[n+](c(c1[O-])[O-])C)Oc4ccccc4,C33265745,P49196300
Cc1ccc(cc1)S(=O)(=O)N=c2cc-3n(c(c([n+](c3cc2Oc4ccccc4)C)[O-])[O-])C,C33274104,P49209572
CCN(CC)CCNC(=O)c1c(=O)c2cc(cc3c2n(c1[O-])[C@H](CC3)C)F,C20190282,P49340320
CCCN(CC(=O)[O-])S(=O)(=O)c1cc(ccc1OC)Br,C38021048,P57157530
Cc1c(n2ccccc2n1)C(=O)C3=C(C(=O)N([C@@H]3c4cccnc4)Cc5cccnc5)[O-],C38282887,P57855870
C[C@]1(C[C@]2(CC(OC2=O)(C)C)C(=O)O1)C(=O)CSc3[n-]nc(n3)c4ccccc4Cl,C02484401,P59050491
Cc1nnc(s1)/N=C(/COc2ccc(cc2OC)/C=C\3/C(=O)N(C(=S)S3)C)\[O-],C39793661,P60353884
c1cnn(c1)c2cc(ccn2)C[N-]S(=O)(=O)c3ccc4c(c3)OCCO4,C40086250,P60842050
Cn1cc(c(=O)c2c1ccc(c2)OC)/C(=N/c3nnc(s3)C(F)(F)F)/[O-],C41056636,P62308117
CN(Cc1cc(sc1)Br)C(=O)N2CCN(CC2)CC(=O)[O-],C42366719,P64086989
Cc1ccc(cc1)S(=O)(=O)CC/C(=N/c2nnc(o2)c3ccncc3)/[O-],C44302877,P66892581
C1C[C@H]2C[C@@H]1C[C@@H]2N\3[C@@H]4CS(=O)(=O)C[C@@H]4S/C3=N\C(=O)COCC(=O)[O-],C36638654,P81748552
Cc1c(c(nc(n1)c2ccccn2)[O-])CC(=O)N(CCC#N)Cc3ccco3,C58195860,P87830075
CCN(Cc1ccc(s1)Br)C(=O)CN(C)C(C)(C)C(=O)[O-],C61172478,P93652718
COCCN(Cc1ccco1)C(=O)c2cccc(c2)n3c(=O)ccc(n3)[O-],C61379302,P93957301
CN1CCn2cc(cc2C1=O)S(=O)(=O)[N-]c3cc(cc(c3)OC)OC,C65254657,P100279279
CCN(CC)C(=O)c1ccccc1/N=C(/C(=O)N(C)Cc2ccncc2)\[O-],C67367713,P103483456
CCOC(=O)C1=NN([C@](C1)(C)C(=O)[O-])c2cc(ccc2C)Br,C71979564,P111720188
CCN1CCN(CC1)S(=O)(=O)c2cccc(c2)/N=C(/c3cccc[n+]3[O-])\[O-],C72003198,P111761829
Cn1c(c2ccc(cc2nc1=S)C(=O)N(CCC#N)Cc3cccnc3)[O-],C72053634,P111839510
Cc1cc(c(s1)C)[C@@H](C)NC(=O)/C(=N/c2cccc(c2)[S@](=O)C)/[O-],C77706390,P121272301
CCCn1c2c(c(cc(n2)C(C)C)C(=O)N(C)[C@H](C)CC#N)c(=O)nc1[O-],C78421634,P122332043
CN(C)C(=O)CN(C)C(=O)Cn1c(nnc1[S-])c2ccc(cc2)Cl,C78481664,P122437641
COCCN(Cc1nccs1)C(=O)c2cnc(nc2[O-])c3ccccn3,C91550348,P143274818
c1cnccc1CCN2CC3(CCC2=O)CCN(CC3)C(=O)c4cnc(cn4)[O-],C91635897,P143435996
CN1[C@@H]([C@H](CC1=O)[N-]S(=O)(=O)N(C)CCC#N)c2ccc(cc2)Cl,C92262287,P144455458
Cn1cc(cc1C(=O)N(C)C)S(=O)(=O)[N-]c2cncnc2c3ccccc3,C95466306,P149958583
COc1ccc2c(c1)OC[C@]3([C@@H]2CN(C3)Cc4nccn4C5CC5)C(=O)[O-],C95512084,P150108957
Cc1cc(c(n1C)C)C(=O)COC(=O)[C@@H](C)[N-]C2=NS(=O)(=O)c3c2cccc3,C08491150,P151081402
C[C@H](C[S@](=O)C)N(C)C(=O)c1cccc(c1)S(=O)(=O)[N-]c2ccccc2OC,C96012195,P151209741
COCc1cc(=O)c(c(o1)[C@H](CC(=O)OC)c2ccc3c(c2)cccn3)[O-],C96115657,P151402176
Cc1cc(=O)c(c(o1)[C@@H](CC(=O)OC)c2cc3ccc(cc3n(c2=O)C)OC)[O-],C96115831,P151403376
COCCN1CCn2cc(cc2C1=O)S(=O)(=O)[N-]c3ccccc3OC,C65254844,P151884044
c1cc(ccc1C(=O)N2CCCN(CC2)S(=O)(=O)c3cnc[n-]3)OC(F)(F)F,C98349784,P156425741
CC1(CC(=C(C(=O)C1)/C=N/CCN2CCN(CC2)[C@@H]3CC(=O)N(C3=O)c4ccccc4)[O-])C,C19362436,P156441837
c1cc(ccc1[N-]S(=O)(=O)c2cc(cc(c2)Cl)Cl)S(=O)(=O)N,C07052277,P11066652
c1ccc2c(c1)CCC(=C2)S(=O)(=O)[N-]c3cccc(c3)S(=O)(=O)N,C12548550,P20728367
c1cc(c(c(c1)Cl)S(=O)(=O)[N-]c2ccc(cc2)S(=O)(=O)N)Cl,C16099593,P24387465
c1cc(sc1)c2csc(n2)/N=C(/CSc3nnc(s3)N)\[O-],C19851119,P29533919
Cc1c(sc(n1)/N=C(/c2ccc(cc2)OC)\[O-])c3csc(n3)N,C20380113,P30404437
C[C@@](c1ccco1)(C(=O)[O-])NC(=O)NCc2ccc(s2)Br,C21807898,P32457748
CCCCS(=O)(=O)[N-]c1ccc(c(c1)Br)S(=O)(=O)N,C36721918,P54570657
Cc1c(cc(c(c1Cl)[N-]S(=O)(=O)C(F)F)Cl)S(=O)(=O)N,C36721933,P54570672
CCOc1ccc(cc1S(=O)(=O)[N-]c2ccc(cn2)Br)N,C36900826,P54850440
CCCn1cc(c(n1)N)S(=O)(=O)[N-]c2ccc(c(c2)C)Br,C37558233,P55861508
Cc1cccc(c1)NC2=C(C(=N[C@@H](S2)c3ccc(c(c3)OC)O)[O-])C#N,C01045531,P56436070
COC(=O)c1c(ccs1)[N-]S(=O)(=O)c2cc(ccc2N)Cl,C37929320,P56993538
c1cc(c(cc1F)[N-]S(=O)(=O)c2ccc(s2)Cl)S(=O)(=O)N,C40385176,P61303832
COc1cc(c(cc1Cl)OC)[N-]S(=O)(=O)c2cc(cs2)N,C41067770,P62332102
Cc1ccc(cc1[N-]S(=O)(=O)c2ccc(c(c2)F)C)S(=O)(=O)N,C55596527,P83744224
Cc1cc2cccc(c2nc1)S(=O)(=O)[N-]c3cc(cc(c3C)F)C(=O)N,C55614923,P88001801
CC(C)Cc1ccc(cc1)S(=O)(=O)[N-]c2cccc(c2)S(=O)(=O)N,C32081129,P88890196
c1cc(ccc1C(F)(F)F)NC(=O)CSc2[nH]c(=O)cc(n2)[O-],C59941853,P91431328
CCN(CCO)C(=O)Nc1ccc(cc1C(=O)[O-])I,C62824742,P96406980
CC(C)(C)CCNS(=O)(=O)c1c(c2c(s1)CNCC2)C(=O)[O-],C67539998,P103727804
C1CCC(=CC1)CCNS(=O)(=O)c2c(c3c(s2)CNCC3)C(=O)[O-],C67786913,P104087753
CCc1c(sc(n1)NC(=O)c2c(cc(s2)S(=O)(=O)[NH-])C)C,C69415953,P106767613
Cc1ccc(c(c1)Cl)S(=O)(=O)[N-]c2ccc(cc2F)S(=O)(=O)N,C71938476,P111634192
c1cc2c(ccc(c2nc1)Cl)S(=O)(=O)[N-]c3ccc(cc3)C(=O)N,C71945471,P111648147
COc1ccc(cc1OC)C[C@]2(C(=O)N=C(N2)[NH-])c3cccc(c3)Cl,C71974753,P111716696
Cc1c(cccc1Cl)S(=O)(=O)[N-]c2ccc(cc2F)S(=O)(=O)N,C72027167,P111800237
CC[C@@H](c1c(=O)[nH]c(=O)n(c1[O-])c2ccccc2)N/C=C/C3=CCCCC3,C49881389,P112463870
c1ccc(c(c1)c2c3c(n[nH]2)C(=O)N([C@@H]3c4ccccc4F)CCO)[O-],C08574774,P112614690
c1ccc(c(c1)c2c3c(n[nH]2)C(=O)N([C@H]3c4ccccc4F)CCCO)[O-],C05343607,P112614693
C/C(=C(/C#N)\C(=O)CSc1[n-]nc(n1)c2ccccc2Br)/N,C05266922,P113924141
Cc1cccc(c1)CNC(=O)N[C@H](C)c2cccc(c2)[N-]S(=O)(=O)C,C56918473,P124429898
c1cc(ccc1[N-]S(=O)(=O)c2cc(sc2)C(=O)N)OC(F)(F)F,C12473745,P128099819
CC(=O)c1csc(n1)[N-]S(=O)(=O)c2ccc(c(c2)Br)N,C83867199,P131202689
Cc1c(cc(o1)S(=O)(=O)[NH-])C(=O)N[C@@H](C)c2cccc3c2cccc3,C84964138,P132979986
Cc1c(cc(o1)S(=O)(=O)[NH-])C(=O)N[C@@H](C)c2ccc3c(c2)CCCC3,C84964320,P132980145
COc1cc(sc1S(=O)(=O)[NH-])C(=O)NCCC2CCCCC2,C84964403,P132980212
CC[C@H]1CCCC[C@@H]1NC(=O)c2cc(c(s2)S(=O)(=O)[NH-])OC,C84964423,P132980232
Cc1c(cc(o1)S(=O)(=O)[NH-])C(=O)N[C@@H](C)c2ccc(cc2Cl)F,C84965020,P132980719
